"Reference Area","Time Period","Sex","Age group","Unit of measurement","Nature","Value"
"Northern America (M49)","2001","Total","15+","Percent","Modeled","4.95"
"Northern America (M49)","2001","Total","25+","Percent","Modeled","3.83"
"Northern America (M49)","2000","Female","15 - 24","Percent","Modeled","9.06"
"Northern America (M49)","2000","Female","15+","Percent","Modeled","4.38"
"Northern America (M49)","2000","Female","25+","Percent","Modeled","3.42"
"Northern America (M49)","2000","Male","15 - 24","Percent","Modeled","9.99"
"Northern America (M49)","2000","Male","15+","Percent","Modeled","4.19"
"Northern America (M49)","2000","Male","25+","Percent","Modeled","3.05"
"Northern America (M49)","2000","Total","15 - 24","Percent","Modeled","9.56"
"Northern America (M49)","2000","Total","15+","Percent","Modeled","4.28"
"Northern America (M49)","2000","Total","25+","Percent","Modeled","3.22"
"Northern America and Europe (SDG)","2016","Female","15 - 24","Percent","Modeled","14.35"
"Northern America and Europe (SDG)","2016","Female","15+","Percent","Modeled","6.99"
"Northern America and Europe (SDG)","2016","Female","25+","Percent","Modeled","6.11"
"Northern America and Europe (SDG)","2016","Male","15 - 24","Percent","Modeled","15.96"
"Northern America and Europe (SDG)","2016","Male","15+","Percent","Modeled","7.15"
"Northern America and Europe (SDG)","2016","Male","25+","Percent","Modeled","6.1"
"Northern America and Europe (SDG)","2016","Total","15 - 24","Percent","Modeled","15.22"
"Northern America and Europe (SDG)","2016","Total","15+","Percent","Modeled","7.07"
"Northern America and Europe (SDG)","2016","Total","25+","Percent","Modeled","6.1"
"Northern America and Europe (SDG)","2015","Female","15 - 24","Percent","Modeled","15.22"
"Northern America and Europe (SDG)","2015","Female","15+","Percent","Modeled","7.37"
"Northern America and Europe (SDG)","2015","Female","25+","Percent","Modeled","6.43"
"Northern America and Europe (SDG)","2015","Male","15 - 24","Percent","Modeled","17.09"
"Northern America and Europe (SDG)","2015","Male","15+","Percent","Modeled","7.66"
"Northern America and Europe (SDG)","2015","Male","25+","Percent","Modeled","6.51"
"Northern America and Europe (SDG)","2015","Total","15 - 24","Percent","Modeled","16.23"
"Northern America and Europe (SDG)","2015","Total","15+","Percent","Modeled","7.53"
"Northern America and Europe (SDG)","2015","Total","25+","Percent","Modeled","6.47"
"Northern America and Europe (SDG)","2014","Female","15 - 24","Percent","Modeled","16.42"
"Northern America and Europe (SDG)","2014","Female","15+","Percent","Modeled","7.96"
"Northern America and Europe (SDG)","2014","Female","25+","Percent","Modeled","6.92"
"Northern America and Europe (SDG)","2014","Male","15 - 24","Percent","Modeled","18.26"
"Northern America and Europe (SDG)","2014","Male","15+","Percent","Modeled","8.27"
"Northern America and Europe (SDG)","2014","Male","25+","Percent","Modeled","7.02"
"Northern America and Europe (SDG)","2014","Total","15 - 24","Percent","Modeled","17.42"
"Northern America and Europe (SDG)","2014","Total","15+","Percent","Modeled","8.12"
"Northern America and Europe (SDG)","2014","Total","25+","Percent","Modeled","6.98"
"Northern America and Europe (SDG)","2013","Female","15 - 24","Percent","Modeled","17.64"
"Northern America and Europe (SDG)","2013","Female","15+","Percent","Modeled","8.52"
"Northern America and Europe (SDG)","2013","Female","25+","Percent","Modeled","7.38"
"Northern America and Europe (SDG)","2013","Male","15 - 24","Percent","Modeled","19.61"
"Northern America and Europe (SDG)","2013","Male","15+","Percent","Modeled","8.97"
"Northern America and Europe (SDG)","2013","Male","25+","Percent","Modeled","7.62"
"Northern America and Europe (SDG)","2013","Total","15 - 24","Percent","Modeled","18.71"
"Northern America and Europe (SDG)","2013","Total","15+","Percent","Modeled","8.76"
"Northern America and Europe (SDG)","2013","Total","25+","Percent","Modeled","7.51"
"Northern America and Europe (SDG)","2012","Female","15 - 24","Percent","Modeled","17.83"
"Northern America and Europe (SDG)","2012","Female","15+","Percent","Modeled","8.62"
"Northern America and Europe (SDG)","2012","Female","25+","Percent","Modeled","7.45"
"Northern America and Europe (SDG)","2012","Male","15 - 24","Percent","Modeled","19.85"
"Northern America and Europe (SDG)","2012","Male","15+","Percent","Modeled","8.99"
"Northern America and Europe (SDG)","2012","Male","25+","Percent","Modeled","7.57"
"Northern America and Europe (SDG)","2012","Total","15 - 24","Percent","Modeled","18.92"
"Northern America and Europe (SDG)","2012","Total","15+","Percent","Modeled","8.82"
"Northern America and Europe (SDG)","2012","Total","25+","Percent","Modeled","7.52"
"Northern America and Europe (SDG)","2011","Female","15 - 24","Percent","Modeled","17.75"
"Northern America and Europe (SDG)","2011","Female","15+","Percent","Modeled","8.6"
"Northern America and Europe (SDG)","2011","Female","25+","Percent","Modeled","7.4"
"Northern America and Europe (SDG)","2011","Male","15 - 24","Percent","Modeled","19.54"
"Northern America and Europe (SDG)","2011","Male","15+","Percent","Modeled","9.08"
"Northern America and Europe (SDG)","2011","Male","25+","Percent","Modeled","7.68"
"Northern America and Europe (SDG)","2011","Total","15 - 24","Percent","Modeled","18.72"
"Northern America and Europe (SDG)","2011","Total","15+","Percent","Modeled","8.86"
"Northern America and Europe (SDG)","2011","Total","25+","Percent","Modeled","7.55"
"Northern America and Europe (SDG)","2010","Female","15 - 24","Percent","Modeled","17.64"
"Northern America and Europe (SDG)","2010","Female","15+","Percent","Modeled","8.66"
"Northern America and Europe (SDG)","2010","Female","25+","Percent","Modeled","7.45"
"Northern America and Europe (SDG)","2010","Male","15 - 24","Percent","Modeled","20.26"
"Northern America and Europe (SDG)","2010","Male","15+","Percent","Modeled","9.6"
"Northern America and Europe (SDG)","2010","Male","25+","Percent","Modeled","8.14"
"Northern America and Europe (SDG)","2010","Total","15 - 24","Percent","Modeled","19.06"
"Northern America and Europe (SDG)","2010","Total","15+","Percent","Modeled","9.17"
"Northern America and Europe (SDG)","2010","Total","25+","Percent","Modeled","7.82"
"Northern America and Europe (SDG)","2009","Female","15 - 24","Percent","Modeled","16.85"
"Northern America and Europe (SDG)","2009","Female","15+","Percent","Modeled","8.31"
"Northern America and Europe (SDG)","2009","Female","25+","Percent","Modeled","7.1"
"Northern America and Europe (SDG)","2009","Male","15 - 24","Percent","Modeled","19.99"
"Northern America and Europe (SDG)","2009","Male","15+","Percent","Modeled","9.45"
"Northern America and Europe (SDG)","2009","Male","25+","Percent","Modeled","7.93"
"Northern America and Europe (SDG)","2009","Total","15 - 24","Percent","Modeled","18.55"
"Northern America and Europe (SDG)","2009","Total","15+","Percent","Modeled","8.92"
"Northern America and Europe (SDG)","2009","Total","25+","Percent","Modeled","7.55"
"Northern America and Europe (SDG)","2008","Female","15 - 24","Percent","Modeled","13.67"
"Northern America and Europe (SDG)","2008","Female","15+","Percent","Modeled","6.52"
"Northern America and Europe (SDG)","2008","Female","25+","Percent","Modeled","5.47"
"Northern America and Europe (SDG)","2008","Male","15 - 24","Percent","Modeled","14.77"
"Northern America and Europe (SDG)","2008","Male","15+","Percent","Modeled","6.53"
"Northern America and Europe (SDG)","2008","Male","25+","Percent","Modeled","5.3"
"Northern America and Europe (SDG)","2008","Total","15 - 24","Percent","Modeled","14.27"
"Northern America and Europe (SDG)","2008","Total","15+","Percent","Modeled","6.52"
"Northern America and Europe (SDG)","2008","Total","25+","Percent","Modeled","5.38"
"Northern America and Europe (SDG)","2007","Female","15 - 24","Percent","Modeled","13.13"
"Northern America and Europe (SDG)","2007","Female","15+","Percent","Modeled","6.41"
"Northern America and Europe (SDG)","2007","Female","25+","Percent","Modeled","5.41"
"Northern America and Europe (SDG)","2007","Male","15 - 24","Percent","Modeled","13.95"
"Northern America and Europe (SDG)","2007","Male","15+","Percent","Modeled","6.16"
"Northern America and Europe (SDG)","2007","Male","25+","Percent","Modeled","4.99"
"Northern America and Europe (SDG)","2007","Total","15 - 24","Percent","Modeled","13.57"
"Northern America and Europe (SDG)","2007","Total","15+","Percent","Modeled","6.27"
"Northern America and Europe (SDG)","2007","Total","25+","Percent","Modeled","5.18"
"Northern America and Europe (SDG)","2006","Female","15 - 24","Percent","Modeled","14.47"
"Northern America and Europe (SDG)","2006","Female","15+","Percent","Modeled","7.16"
"Northern America and Europe (SDG)","2006","Female","25+","Percent","Modeled","6.06"
"Northern America and Europe (SDG)","2006","Male","15 - 24","Percent","Modeled","14.87"
"Northern America and Europe (SDG)","2006","Male","15+","Percent","Modeled","6.79"
"Northern America and Europe (SDG)","2006","Male","25+","Percent","Modeled","5.55"
"Northern America and Europe (SDG)","2006","Total","15 - 24","Percent","Modeled","14.69"
"Northern America and Europe (SDG)","2006","Total","15+","Percent","Modeled","6.96"
"Northern America and Europe (SDG)","2006","Total","25+","Percent","Modeled","5.78"
"Northern America and Europe (SDG)","2005","Female","15 - 24","Percent","Modeled","15"
"Northern America and Europe (SDG)","2005","Female","15+","Percent","Modeled","7.74"
"Northern America and Europe (SDG)","2005","Female","25+","Percent","Modeled","6.63"
"Northern America and Europe (SDG)","2005","Male","15 - 24","Percent","Modeled","15.73"
"Northern America and Europe (SDG)","2005","Male","15+","Percent","Modeled","7.24"
"Northern America and Europe (SDG)","2005","Male","25+","Percent","Modeled","5.94"
"Northern America and Europe (SDG)","2005","Total","15 - 24","Percent","Modeled","15.4"
"Northern America and Europe (SDG)","2005","Total","15+","Percent","Modeled","7.47"
"Northern America and Europe (SDG)","2005","Total","25+","Percent","Modeled","6.25"
"Northern America and Europe (SDG)","2004","Female","15 - 24","Percent","Modeled","15.51"
"Northern America and Europe (SDG)","2004","Female","15+","Percent","Modeled","8.06"
"Northern America and Europe (SDG)","2004","Female","25+","Percent","Modeled","6.91"
"Northern America and Europe (SDG)","2004","Male","15 - 24","Percent","Modeled","16.13"
"Northern America and Europe (SDG)","2004","Male","15+","Percent","Modeled","7.74"
"Northern America and Europe (SDG)","2004","Male","25+","Percent","Modeled","6.43"
"Northern America and Europe (SDG)","2004","Total","15 - 24","Percent","Modeled","15.85"
"Northern America and Europe (SDG)","2004","Total","15+","Percent","Modeled","7.89"
"Northern America and Europe (SDG)","2004","Total","25+","Percent","Modeled","6.65"
"Northern America and Europe (SDG)","2003","Female","15 - 24","Percent","Modeled","15.68"
"Northern America and Europe (SDG)","2003","Female","15+","Percent","Modeled","8.1"
"Northern America and Europe (SDG)","2003","Female","25+","Percent","Modeled","6.91"
"Northern America and Europe (SDG)","2003","Male","15 - 24","Percent","Modeled","16.46"
"Northern America and Europe (SDG)","2003","Male","15+","Percent","Modeled","7.94"
"Northern America and Europe (SDG)","2003","Male","25+","Percent","Modeled","6.61"
"Northern America and Europe (SDG)","2003","Total","15 - 24","Percent","Modeled","16.1"
"Northern America and Europe (SDG)","2003","Total","15+","Percent","Modeled","8.01"
"Northern America and Europe (SDG)","2003","Total","25+","Percent","Modeled","6.75"
"Northern America and Europe (SDG)","2002","Female","15 - 24","Percent","Modeled","15.25"
"Northern America and Europe (SDG)","2002","Female","15+","Percent","Modeled","8.07"
"Northern America and Europe (SDG)","2002","Female","25+","Percent","Modeled","6.91"
"Northern America and Europe (SDG)","2002","Male","15 - 24","Percent","Modeled","15.81"
"Northern America and Europe (SDG)","2002","Male","15+","Percent","Modeled","7.72"
"Northern America and Europe (SDG)","2002","Male","25+","Percent","Modeled","6.43"
"Northern America and Europe (SDG)","2002","Total","15 - 24","Percent","Modeled","15.55"
"Northern America and Europe (SDG)","2002","Total","15+","Percent","Modeled","7.88"
"Northern America and Europe (SDG)","2002","Total","25+","Percent","Modeled","6.65"
"Northern America and Europe (SDG)","2001","Female","15 - 24","Percent","Modeled","14.98"
"Northern America and Europe (SDG)","2001","Female","15+","Percent","Modeled","7.92"
"Northern America and Europe (SDG)","2001","Female","25+","Percent","Modeled","6.76"
"Northern America and Europe (SDG)","2001","Male","15 - 24","Percent","Modeled","15.44"
"Northern America and Europe (SDG)","2001","Male","15+","Percent","Modeled","7.38"
"Northern America and Europe (SDG)","2001","Male","25+","Percent","Modeled","6.07"
"Northern America and Europe (SDG)","2001","Total","15 - 24","Percent","Modeled","15.23"
"Northern America and Europe (SDG)","2001","Total","15+","Percent","Modeled","7.62"
"Northern America and Europe (SDG)","2001","Total","25+","Percent","Modeled","6.38"
"Northern America and Europe (SDG)","2000","Female","15 - 24","Percent","Modeled","15.76"
"Northern America and Europe (SDG)","2000","Female","15+","Percent","Modeled","8.45"
"Northern America and Europe (SDG)","2000","Female","25+","Percent","Modeled","7.21"
"Northern America and Europe (SDG)","2000","Male","15 - 24","Percent","Modeled","15.53"
"Northern America and Europe (SDG)","2000","Male","15+","Percent","Modeled","7.53"
"Northern America and Europe (SDG)","2000","Male","25+","Percent","Modeled","6.2"
"Northern America and Europe (SDG)","2000","Total","15 - 24","Percent","Modeled","15.64"
"Northern America and Europe (SDG)","2000","Total","15+","Percent","Modeled","7.94"
"Northern America and Europe (SDG)","2000","Total","25+","Percent","Modeled","6.66"
"Northern Europe (M49)","2016","Female","15 - 24","Percent","Modeled","12.66"
"Northern Europe (M49)","2016","Female","15+","Percent","Modeled","5.45"
"Northern Europe (M49)","2016","Female","25+","Percent","Modeled","4.31"
"Northern Europe (M49)","2016","Male","15 - 24","Percent","Modeled","15.52"
"Northern Europe (M49)","2016","Male","15+","Percent","Modeled","5.97"
"Northern Europe (M49)","2016","Male","25+","Percent","Modeled","4.54"
"Northern Europe (M49)","2016","Total","15 - 24","Percent","Modeled","14.15"
"Northern Europe (M49)","2016","Total","15+","Percent","Modeled","5.73"
"Northern Europe (M49)","2016","Total","25+","Percent","Modeled","4.43"
"Northern Europe (M49)","2015","Female","15 - 24","Percent","Modeled","13.6"
"Northern Europe (M49)","2015","Female","15+","Percent","Modeled","5.82"
"Northern Europe (M49)","2015","Female","25+","Percent","Modeled","4.57"
"Northern Europe (M49)","2015","Male","15 - 24","Percent","Modeled","16.66"
"Northern Europe (M49)","2015","Male","15+","Percent","Modeled","6.34"
"Northern Europe (M49)","2015","Male","25+","Percent","Modeled","4.76"
"Northern Europe (M49)","2015","Total","15 - 24","Percent","Modeled","15.2"
"Northern Europe (M49)","2015","Total","15+","Percent","Modeled","6.09"
"Northern Europe (M49)","2015","Total","25+","Percent","Modeled","4.67"
"Northern Europe (M49)","2014","Female","15 - 24","Percent","Modeled","15.15"
"Northern Europe (M49)","2014","Female","15+","Percent","Modeled","6.37"
"Northern Europe (M49)","2014","Female","25+","Percent","Modeled","4.94"
"Northern Europe (M49)","2014","Male","15 - 24","Percent","Modeled","18.97"
"Northern Europe (M49)","2014","Male","15+","Percent","Modeled","7.12"
"Northern Europe (M49)","2014","Male","25+","Percent","Modeled","5.28"
"Northern Europe (M49)","2014","Total","15 - 24","Percent","Modeled","17.14"
"Northern Europe (M49)","2014","Total","15+","Percent","Modeled","6.77"
"Northern Europe (M49)","2014","Total","25+","Percent","Modeled","5.12"
"Northern Europe (M49)","2013","Female","15 - 24","Percent","Modeled","17.71"
"Northern Europe (M49)","2013","Female","15+","Percent","Modeled","7.31"
"Northern Europe (M49)","2013","Female","25+","Percent","Modeled","5.58"
"Northern Europe (M49)","2013","Male","15 - 24","Percent","Modeled","22.09"
"Northern Europe (M49)","2013","Male","15+","Percent","Modeled","8.27"
"Northern Europe (M49)","2013","Male","25+","Percent","Modeled","6.11"
"Northern Europe (M49)","2013","Total","15 - 24","Percent","Modeled","19.98"
"Northern Europe (M49)","2013","Total","15+","Percent","Modeled","7.82"
"Northern Europe (M49)","2013","Total","25+","Percent","Modeled","5.86"
"Northern Europe (M49)","2012","Female","15 - 24","Percent","Modeled","18.01"
"Northern Europe (M49)","2012","Female","15+","Percent","Modeled","7.59"
